,Start_Time,SPEED,Coolant Temp,Engine Load,Throttle_pos_b,End_Time
4,1723467978.4455924,0.0 kilometer_per_hour,81 degree_Celsius,27.84313725490196 percent,,
5,1723467978.7996607,0.0 kilometer_per_hour,81 degree_Celsius,27.84313725490196 percent,,
6,1723467979.1536365,0.0 kilometer_per_hour,81 degree_Celsius,29.019607843137255 percent,,
7,1723467979.507644,0.0 kilometer_per_hour,81 degree_Celsius,27.84313725490196 percent,,
8,1723467979.8616612,0.0 kilometer_per_hour,81 degree_Celsius,27.058823529411764 percent,,
9,1723467980.221673,0.0 kilometer_per_hour,81 degree_Celsius,27.45098039215686 percent,,
10,1723467980.5817,0.0 kilometer_per_hour,81 degree_Celsius,28.235294117647058 percent,,
11,1723467980.9417093,0.0 kilometer_per_hour,81 degree_Celsius,28.627450980392158 percent,,
12,1723467981.301722,0.0 kilometer_per_hour,81 degree_Celsius,28.235294117647058 percent,,
13,1723467981.661743,0.0 kilometer_per_hour,81 degree_Celsius,28.627450980392158 percent,,
14,1723467982.0217538,0.0 kilometer_per_hour,81 degree_Celsius,29.80392156862745 percent,,
15,1723467982.3817737,0.0 kilometer_per_hour,81 degree_Celsius,38.8235294117647 percent,,
16,1723467982.747793,1.0 kilometer_per_hour,81 degree_Celsius,42.745098039215684 percent,,
17,1723467983.1018178,1.0 kilometer_per_hour,81 degree_Celsius,40.3921568627451 percent,,
18,1723467983.4558265,2.0 kilometer_per_hour,81 degree_Celsius,38.431372549019606 percent,,
19,1723467983.809842,2.0 kilometer_per_hour,81 degree_Celsius,30.58823529411765 percent,,
20,1723467984.1638553,2.0 kilometer_per_hour,81 degree_Celsius,29.41176470588235 percent,,
21,1723467984.517867,2.0 kilometer_per_hour,81 degree_Celsius,29.41176470588235 percent,,
22,1723467984.8718953,2.0 kilometer_per_hour,81 degree_Celsius,31.372549019607842 percent,,
23,1723467985.2259095,1.0 kilometer_per_hour,81 degree_Celsius,42.745098039215684 percent,,
24,1723467985.5859323,0.0 kilometer_per_hour,81 degree_Celsius,41.568627450980394 percent,,
25,1723467985.945937,0.0 kilometer_per_hour,81 degree_Celsius,40.0 percent,,
26,1723467986.3059564,0.0 kilometer_per_hour,81 degree_Celsius,34.509803921568626 percent,,
27,1723467986.6659822,1.0 kilometer_per_hour,81 degree_Celsius,30.19607843137255 percent,,
28,1723467987.025986,1.0 kilometer_per_hour,81 degree_Celsius,29.019607843137255 percent,,
29,1723467987.3800037,0.0 kilometer_per_hour,81 degree_Celsius,29.019607843137255 percent,,
30,1723467987.7340252,0.0 kilometer_per_hour,81 degree_Celsius,28.235294117647058 percent,,
31,1723467988.0880494,0.0 kilometer_per_hour,81 degree_Celsius,27.84313725490196 percent,,
32,1723467988.4420512,0.0 kilometer_per_hour,81 degree_Celsius,27.84313725490196 percent,,
33,1723467988.7960768,0.0 kilometer_per_hour,81 degree_Celsius,28.235294117647058 percent,,
34,1723467989.1500897,0.0 kilometer_per_hour,81 degree_Celsius,27.45098039215686 percent,,
35,1723467989.504099,0.0 kilometer_per_hour,81 degree_Celsius,27.058823529411764 percent,,
36,1723467989.864122,0.0 kilometer_per_hour,81 degree_Celsius,28.627450980392158 percent,,
37,1723467990.2241383,0.0 kilometer_per_hour,81 degree_Celsius,31.764705882352942 percent,,
38,1723467990.5841715,0.0 kilometer_per_hour,81 degree_Celsius,35.294117647058826 percent,,
39,1723467990.9441943,0.0 kilometer_per_hour,81 degree_Celsius,36.86274509803921 percent,,
40,1723467991.3041923,0.0 kilometer_per_hour,81 degree_Celsius,36.470588235294116 percent,,
41,1723467991.6642156,0.0 kilometer_per_hour,81 degree_Celsius,36.07843137254902 percent,,
42,1723467992.0242183,0.0 kilometer_per_hour,81 degree_Celsius,36.86274509803921 percent,,
43,1723467992.3842337,0.0 kilometer_per_hour,81 degree_Celsius,37.64705882352941 percent,,
44,1723467992.7442605,1.0 kilometer_per_hour,81 degree_Celsius,37.64705882352941 percent,,
45,1723467993.1042836,1.0 kilometer_per_hour,81 degree_Celsius,37.64705882352941 percent,,
46,1723467993.4582834,1.0 kilometer_per_hour,81 degree_Celsius,37.254901960784316 percent,,
47,1723467993.8123138,2.0 kilometer_per_hour,81 degree_Celsius,36.86274509803921 percent,,
48,1723467994.1663184,2.0 kilometer_per_hour,82 degree_Celsius,36.470588235294116 percent,,
49,1723467994.5203319,2.0 kilometer_per_hour,82 degree_Celsius,36.470588235294116 percent,,
50,1723467994.8743575,2.0 kilometer_per_hour,82 degree_Celsius,36.86274509803921 percent,,
51,1723467995.2283692,2.0 kilometer_per_hour,82 degree_Celsius,37.64705882352941 percent,,
52,1723467995.5883975,2.0 kilometer_per_hour,82 degree_Celsius,37.64705882352941 percent,,
53,1723467995.948401,0.0 kilometer_per_hour,82 degree_Celsius,37.254901960784316 percent,,
54,1723467996.3084176,0.0 kilometer_per_hour,82 degree_Celsius,34.509803921568626 percent,,
55,1723467996.668443,0.0 kilometer_per_hour,82 degree_Celsius,31.372549019607842 percent,,
,Start_Time,SPEED,Coolant Temp,Engine Load,Throttle_pos_b,End_Time
,Start_Time,SPEED,Coolant Temp,Engine Load,Throttle_pos_b,End_Time
0,1723651931.0767117,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
1,1723651931.4366646,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
2,1723651931.7906697,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
3,1723651932.1447167,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
4,1723651932.4986966,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
5,1723651932.852683,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
6,1723651933.2067175,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
7,1723651933.560722,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
8,1723651933.914701,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
9,1723651934.2687123,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
10,1723651934.622744,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
11,1723651934.9767537,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
12,1723651935.3307288,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
13,1723651935.6847608,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
14,1723651936.0387638,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
15,1723651936.3927484,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
16,1723651936.7467666,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
17,1723651937.1068048,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
18,1723651937.466816,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
19,1723651937.8267815,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
20,1723651938.1868155,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
21,1723651938.5468178,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
22,1723651938.9068718,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
23,1723651939.2668214,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
24,1723651939.6268322,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
25,1723651939.9808488,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
26,1723651940.3348274,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
27,1723651940.688861,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
28,1723651941.0428696,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
29,1723651941.3968463,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
30,1723651941.7508628,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
31,1723651942.110896,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
32,1723651942.464902,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
33,1723651942.818887,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
34,1723651943.1729126,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
35,1723651943.5269141,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
36,1723651943.8809063,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
37,1723651944.2349322,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
38,1723651944.5889354,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
39,1723651944.9429321,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
40,1723651945.2969313,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
41,1723651945.6509693,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
42,1723651946.004969,0.0 kilometer_per_hour,42 degree_Celsius,0.0 percent,,
43,1723651946.358964,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
44,1723651946.7129831,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
45,1723651947.0729907,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
46,1723651947.4329684,0.0 kilometer_per_hour,41 degree_Celsius,0.0 percent,,
