,Start_Time,SPEED,Coolant Temp,Engine Load,Timing Advance,Short Trim B1,Long Trim B1,MAF,Throttle_pos_B,End_Time
10,1725084351.3681095,53.0 kilometer_per_hour,93 degree_Celsius,18.03921568627451 percent,-3.5 degree,,,,14.509803921568627 percent,1725084351.6086783
11,1725084351.9085014,50.0 kilometer_per_hour,93 degree_Celsius,18.03921568627451 percent,-5.0 degree,,,,14.117647058823529 percent,1725084352.1486795
12,1725084352.4487963,46.0 kilometer_per_hour,93 degree_Celsius,18.03921568627451 percent,-7.0 degree,,,,13.72549019607843 percent,1725084352.689103
13,1725084352.9891868,41.0 kilometer_per_hour,93 degree_Celsius,18.03921568627451 percent,-6.0 degree,,,,14.509803921568627 percent,1725084353.2293646
14,1725084353.5293777,37.0 kilometer_per_hour,92 degree_Celsius,18.03921568627451 percent,-5.0 degree,,,,13.72549019607843 percent,1725084353.7698135
15,1725084354.0693183,35.0 kilometer_per_hour,92 degree_Celsius,17.647058823529413 percent,33.0 degree,,,,19.215686274509803 percent,1725084354.3098772
16,1725084354.6097438,34.0 kilometer_per_hour,92 degree_Celsius,39.6078431372549 percent,-2.5 degree,,,,14.901960784313726 percent,1725084354.8496423
17,1725084355.1502664,33.0 kilometer_per_hour,92 degree_Celsius,21.568627450980394 percent,-2.0 degree,,,,15.686274509803921 percent,1725084355.3905838
18,1725084355.6844673,30.0 kilometer_per_hour,92 degree_Celsius,21.176470588235293 percent,-1.0 degree,,,,15.686274509803921 percent,1725084355.9308891
19,1725084356.2308018,27.0 kilometer_per_hour,92 degree_Celsius,21.176470588235293 percent,1.0 degree,,,,15.686274509803921 percent,1725084356.47695
20,1725084356.7710335,23.0 kilometer_per_hour,92 degree_Celsius,34.11764705882353 percent,-5.0 degree,,,,18.431372549019606 percent,1725084357.011372
21,1725084357.311311,20.0 kilometer_per_hour,92 degree_Celsius,36.470588235294116 percent,-4.0 degree,,,,18.823529411764707 percent,1725084357.5516763
22,1725084357.8450508,19.0 kilometer_per_hour,92 degree_Celsius,32.15686274509804 percent,1.5 degree,,,,16.470588235294116 percent,1725084358.091822
23,1725084358.3916717,18.0 kilometer_per_hour,92 degree_Celsius,34.11764705882353 percent,3.5 degree,,,,18.03921568627451 percent,1725084358.631731
24,1725084358.926083,17.0 kilometer_per_hour,92 degree_Celsius,41.1764705882353 percent,9.0 degree,,,,22.352941176470587 percent,1725084359.172599
25,1725084359.4725254,17.0 kilometer_per_hour,92 degree_Celsius,77.25490196078431 percent,21.5 degree,,,,24.313725490196077 percent,1725084359.7128572
26,1725084360.0126748,18.0 kilometer_per_hour,91 degree_Celsius,81.96078431372548 percent,22.5 degree,,,,25.49019607843137 percent,1725084360.2529776
27,1725084360.5529726,20.0 kilometer_per_hour,91 degree_Celsius,76.47058823529412 percent,20.5 degree,,,,25.49019607843137 percent,1725084360.7933204
28,1725084361.0931072,22.0 kilometer_per_hour,91 degree_Celsius,76.07843137254902 percent,21.5 degree,,,,25.88235294117647 percent,1725084361.3335545
29,1725084361.6335046,24.0 kilometer_per_hour,91 degree_Celsius,80.3921568627451 percent,21.5 degree,,,,26.274509803921568 percent,1725084361.8738098
30,1725084362.1739602,25.0 kilometer_per_hour,91 degree_Celsius,80.0 percent,21.5 degree,,,,21.568627450980394 percent,1725084362.4138365
31,1725084362.7140408,27.0 kilometer_per_hour,91 degree_Celsius,40.78431372549019 percent,30.0 degree,,,,18.03921568627451 percent,1725084362.9544394
32,1725084363.2544549,27.0 kilometer_per_hour,91 degree_Celsius,31.764705882352942 percent,32.5 degree,,,,17.254901960784313 percent,1725084363.494414
33,1725084363.7945821,27.0 kilometer_per_hour,91 degree_Celsius,28.235294117647058 percent,22.0 degree,,,,16.862745098039216 percent,1725084364.0348558
34,1725084364.3348646,26.0 kilometer_per_hour,91 degree_Celsius,23.92156862745098 percent,11.5 degree,,,,16.07843137254902 percent,1725084364.5754879
35,1725084364.875159,24.0 kilometer_per_hour,91 degree_Celsius,21.568627450980394 percent,2.0 degree,,,,15.686274509803921 percent,1725084365.1154685
36,1725084365.415341,21.0 kilometer_per_hour,91 degree_Celsius,21.176470588235293 percent,1.5 degree,,,,15.686274509803921 percent,1725084365.655728
37,1725084365.955729,20.0 kilometer_per_hour,91 degree_Celsius,21.176470588235293 percent,5.5 degree,,,,15.686274509803921 percent,1725084366.1960042
0,1725084377.3019917,33.0 kilometer_per_hour,93 degree_Celsius,66.27450980392157 percent,24.0 degree,,,,24.313725490196077 percent,1725084377.5411634
1,1725084377.8398,34.0 kilometer_per_hour,93 degree_Celsius,67.45098039215686 percent,24.0 degree,,,,24.313725490196077 percent,1725084378.0791578
2,1725084378.3779328,35.0 kilometer_per_hour,93 degree_Celsius,72.15686274509804 percent,3.5 degree,,,,25.88235294117647 percent,1725084378.6170907
3,1725084378.9157662,36.0 kilometer_per_hour,93 degree_Celsius,82.3529411764706 percent,21.0 degree,,,,25.88235294117647 percent,1725084379.1555173
4,1725084379.4543288,37.0 kilometer_per_hour,93 degree_Celsius,81.17647058823529 percent,21.5 degree,,,,25.88235294117647 percent,1725084379.6937308
5,1725084379.992688,38.0 kilometer_per_hour,93 degree_Celsius,80.7843137254902 percent,21.5 degree,,,,25.88235294117647 percent,1725084380.2320514
6,1725084380.5313323,40.0 kilometer_per_hour,93 degree_Celsius,78.82352941176471 percent,21.5 degree,,,,25.88235294117647 percent,1725084380.770785
7,1725084381.0696793,41.0 kilometer_per_hour,93 degree_Celsius,76.47058823529412 percent,21.5 degree,,,,25.49019607843137 percent,1725084381.3090744
8,1725084381.6082757,42.0 kilometer_per_hour,93 degree_Celsius,73.72549019607843 percent,22.0 degree,,,,25.098039215686274 percent,1725084381.8478498
9,1725084382.1468136,43.0 kilometer_per_hour,94 degree_Celsius,72.94117647058823 percent,22.0 degree,,,,25.49019607843137 percent,1725084382.3867402
10,1725084382.685329,44.0 kilometer_per_hour,94 degree_Celsius,72.15686274509804 percent,21.5 degree,,,,25.49019607843137 percent,1725084382.9253862
11,1725084383.2247465,45.0 kilometer_per_hour,94 degree_Celsius,71.37254901960785 percent,21.5 degree,,,,25.098039215686274 percent,1725084383.4643855
12,1725084383.7634785,46.0 kilometer_per_hour,94 degree_Celsius,70.58823529411765 percent,22.5 degree,,,,25.098039215686274 percent,1725084384.0031762
13,1725084384.3023818,47.0 kilometer_per_hour,94 degree_Celsius,69.80392156862744 percent,23.0 degree,,,,25.098039215686274 percent,1725084384.54226
14,1725084384.8414629,48.0 kilometer_per_hour,94 degree_Celsius,69.01960784313725 percent,23.0 degree,,,,18.823529411764707 percent,1725084385.080992
15,1725084385.3805609,48.0 kilometer_per_hour,94 degree_Celsius,56.07843137254902 percent,13.5 degree,,,,21.568627450980394 percent,1725084385.6201324
16,1725084385.9196014,49.0 kilometer_per_hour,94 degree_Celsius,43.92156862745098 percent,14.5 degree,,,,20.0 percent,1725084386.1595173
17,1725084386.4587016,49.0 kilometer_per_hour,94 degree_Celsius,34.90196078431372 percent,27.5 degree,,,,18.823529411764707 percent,1725084386.6986327
18,1725084386.9981465,49.0 kilometer_per_hour,94 degree_Celsius,35.294117647058826 percent,34.0 degree,,,,20.392156862745097 percent,1725084387.237887
19,1725084387.5371397,49.0 kilometer_per_hour,94 degree_Celsius,41.568627450980394 percent,31.5 degree,,,,20.784313725490197 percent,1725084387.777137
20,1725084388.0764532,49.0 kilometer_per_hour,94 degree_Celsius,44.31372549019608 percent,30.5 degree,,,,20.784313725490197 percent,1725084388.3164532
21,1725084388.615702,49.0 kilometer_per_hour,94 degree_Celsius,46.27450980392157 percent,30.0 degree,,,,21.176470588235293 percent,1725084388.8555605
22,1725084389.1551957,49.0 kilometer_per_hour,94 degree_Celsius,61.568627450980394 percent,26.5 degree,,,,21.568627450980394 percent,1725084389.3942804
23,1725084389.6943297,50.0 kilometer_per_hour,94 degree_Celsius,53.72549019607843 percent,32.0 degree,,,,12.156862745098039 percent,1725084389.9345555
24,1725084390.2339556,49.0 kilometer_per_hour,94 degree_Celsius,31.372549019607842 percent,13.5 degree,,,,14.901960784313726 percent,1725084390.4736266
25,1725084390.7732322,49.0 kilometer_per_hour,94 degree_Celsius,37.254901960784316 percent,13.0 degree,,,,21.568627450980394 percent,1725084391.013062
26,1725084391.3126934,49.0 kilometer_per_hour,94 degree_Celsius,61.1764705882353 percent,27.0 degree,,,,21.96078431372549 percent,1725084391.5525124
27,1725084391.852132,49.0 kilometer_per_hour,94 degree_Celsius,70.98039215686275 percent,26.5 degree,,,,23.137254901960784 percent,1725084392.091887
28,1725084392.3913023,50.0 kilometer_per_hour,94 degree_Celsius,84.70588235294117 percent,25.0 degree,,,,23.92156862745098 percent,1725084392.6315093
29,1725084392.9310215,50.0 kilometer_per_hour,94 degree_Celsius,77.6470588235294 percent,23.5 degree,,,,23.529411764705884 percent,1725084393.1704078
30,1725084393.4704173,50.0 kilometer_per_hour,94 degree_Celsius,76.07843137254902 percent,23.5 degree,,,,23.529411764705884 percent,1725084393.7105107
31,1725084394.0100756,51.0 kilometer_per_hour,93 degree_Celsius,75.68627450980392 percent,23.0 degree,,,,23.529411764705884 percent,1725084394.2500637
32,1725084394.549578,51.0 kilometer_per_hour,93 degree_Celsius,76.07843137254902 percent,23.0 degree,,,,23.529411764705884 percent,1725084394.7894437
33,1725084395.0891423,52.0 kilometer_per_hour,93 degree_Celsius,75.68627450980392 percent,23.0 degree,,,,23.529411764705884 percent,1725084395.3292346
34,1725084395.6287491,52.0 kilometer_per_hour,93 degree_Celsius,75.29411764705883 percent,23.0 degree,,,,23.529411764705884 percent,1725084395.8689713
35,1725084396.1676784,53.0 kilometer_per_hour,93 degree_Celsius,74.90196078431373 percent,23.5 degree,,,,23.529411764705884 percent,1725084396.4083698
36,1725084396.7078438,53.0 kilometer_per_hour,93 degree_Celsius,74.90196078431373 percent,23.5 degree,,,,23.529411764705884 percent,1725084396.9472282
37,1725084397.2474337,54.0 kilometer_per_hour,93 degree_Celsius,47.450980392156865 percent,32.0 degree,,,,14.901960784313726 percent,1725084397.487555
0,1725084410.6952364,54.0 kilometer_per_hour,92 degree_Celsius,72.15686274509804 percent,25.0 degree,,,,23.137254901960784 percent,1725084410.9354932
1,1725084411.235025,55.0 kilometer_per_hour,92 degree_Celsius,71.37254901960785 percent,25.0 degree,,,,23.137254901960784 percent,1725084411.4756203
2,1725084411.7756472,55.0 kilometer_per_hour,92 degree_Celsius,70.98039215686275 percent,25.0 degree,,,,23.137254901960784 percent,1725084412.0157003
3,1725084412.3156936,56.0 kilometer_per_hour,92 degree_Celsius,70.58823529411765 percent,25.0 degree,,,,23.137254901960784 percent,1725084412.556247
4,1725084412.8561065,56.0 kilometer_per_hour,92 degree_Celsius,69.80392156862744 percent,24.5 degree,,,,23.137254901960784 percent,1725084413.0964458
5,1725084413.3962944,56.0 kilometer_per_hour,92 degree_Celsius,69.41176470588235 percent,24.0 degree,,,,22.745098039215687 percent,1725084413.6364737
6,1725084413.936402,57.0 kilometer_per_hour,92 degree_Celsius,68.62745098039215 percent,24.0 degree,,,,22.745098039215687 percent,1725084414.1765413
7,1725084414.4761682,57.0 kilometer_per_hour,92 degree_Celsius,67.84313725490196 percent,24.0 degree,,,,22.745098039215687 percent,1725084414.7166533
8,1725084415.016645,58.0 kilometer_per_hour,92 degree_Celsius,67.45098039215686 percent,24.0 degree,,,,22.745098039215687 percent,1725084415.2569444
9,1725084415.556764,58.0 kilometer_per_hour,92 degree_Celsius,66.66666666666667 percent,24.0 degree,,,,22.352941176470587 percent,1725084415.7967541
10,1725084416.0967202,58.0 kilometer_per_hour,92 degree_Celsius,66.66666666666667 percent,24.0 degree,,,,21.96078431372549 percent,1725084416.3371315
11,1725084416.636987,59.0 kilometer_per_hour,92 degree_Celsius,64.70588235294117 percent,25.0 degree,,,,22.352941176470587 percent,1725084416.8771796
12,1725084417.1765478,59.0 kilometer_per_hour,92 degree_Celsius,65.09803921568627 percent,25.0 degree,,,,21.96078431372549 percent,1725084417.4173014
13,1725084417.7171004,59.0 kilometer_per_hour,92 degree_Celsius,30.58823529411765 percent,27.5 degree,,,,17.254901960784313 percent,1725084417.956684
14,1725084418.257244,59.0 kilometer_per_hour,92 degree_Celsius,25.49019607843137 percent,17.5 degree,,,,16.07843137254902 percent,1725084418.4972162
15,1725084418.7971413,58.0 kilometer_per_hour,92 degree_Celsius,21.176470588235293 percent,1.5 degree,,,,16.07843137254902 percent,1725084419.0375123
16,1725084419.3372324,58.0 kilometer_per_hour,92 degree_Celsius,20.392156862745097 percent,2.0 degree,,,,17.647058823529413 percent,1725084419.5773294
17,1725084419.877382,57.0 kilometer_per_hour,92 degree_Celsius,21.176470588235293 percent,0.0 degree,,,,17.254901960784313 percent,1725084420.1174521
18,1725084420.4174397,56.0 kilometer_per_hour,92 degree_Celsius,18.431372549019606 percent,2.0 degree,,,,16.470588235294116 percent,1725084420.6578763
19,1725084420.9568803,55.0 kilometer_per_hour,92 degree_Celsius,18.03921568627451 percent,2.5 degree,,,,16.07843137254902 percent,1725084421.1976652
20,1725084421.497327,55.0 kilometer_per_hour,92 degree_Celsius,18.03921568627451 percent,2.5 degree,,,,16.07843137254902 percent,1725084421.7370696
21,1725084422.0375493,54.0 kilometer_per_hour,92 degree_Celsius,18.03921568627451 percent,2.0 degree,,,,16.07843137254902 percent,1725084422.2777355
22,1725084422.5774937,53.0 kilometer_per_hour,92 degree_Celsius,18.03921568627451 percent,2.0 degree,,,,16.07843137254902 percent,1725084422.8177502
23,1725084423.1175876,52.0 kilometer_per_hour,92 degree_Celsius,18.431372549019606 percent,1.5 degree,,,,15.686274509803921 percent,1725084423.3577366
24,1725084423.6577072,52.0 kilometer_per_hour,92 degree_Celsius,18.431372549019606 percent,1.5 degree,,,,15.686274509803921 percent,1725084423.8978179
25,1725084424.1975954,51.0 kilometer_per_hour,92 degree_Celsius,18.431372549019606 percent,1.5 degree,,,,15.686274509803921 percent,1725084424.4378316
26,1725084424.7372937,50.0 kilometer_per_hour,92 degree_Celsius,18.431372549019606 percent,1.0 degree,,,,15.686274509803921 percent,1725084424.9777052
27,1725084425.2775872,49.0 kilometer_per_hour,92 degree_Celsius,18.823529411764707 percent,0.5 degree,,,,15.294117647058824 percent,1725084425.5175924
28,1725084425.8174605,47.0 kilometer_per_hour,92 degree_Celsius,18.431372549019606 percent,-0.5 degree,,,,14.901960784313726 percent,1725084426.0577226
29,1725084426.3575208,43.0 kilometer_per_hour,92 degree_Celsius,18.03921568627451 percent,-1.0 degree,,,,14.509803921568627 percent,1725084426.5976522
30,1725084426.8974943,40.0 kilometer_per_hour,91 degree_Celsius,18.03921568627451 percent,-3.0 degree,,,,14.509803921568627 percent,1725084427.137612
31,1725084427.4374647,36.0 kilometer_per_hour,91 degree_Celsius,18.03921568627451 percent,-6.5 degree,,,,14.117647058823529 percent,1725084427.6776552
32,1725084427.9773896,31.0 kilometer_per_hour,91 degree_Celsius,33.72549019607843 percent,-6.5 degree,,,,13.333333333333334 percent,1725084428.2177095
33,1725084428.523082,26.0 kilometer_per_hour,91 degree_Celsius,21.568627450980394 percent,10.5 degree,,,,14.901960784313726 percent,1725084428.7574265
34,1725084429.0572104,22.0 kilometer_per_hour,91 degree_Celsius,25.49019607843137 percent,25.5 degree,,,,17.254901960784313 percent,1725084429.2970564
35,1725084429.5970304,17.0 kilometer_per_hour,91 degree_Celsius,51.76470588235294 percent,-11.5 degree,,,,14.901960784313726 percent,1725084429.8372695
36,1725084430.1370237,13.0 kilometer_per_hour,91 degree_Celsius,47.84313725490196 percent,-4.0 degree,,,,18.823529411764707 percent,1725084430.377384
37,1725084430.6771054,10.0 kilometer_per_hour,91 degree_Celsius,52.94117647058823 percent,-3.0 degree,,,,18.823529411764707 percent,1725084430.9172971
0,1725084440.3356814,30.0 kilometer_per_hour,92 degree_Celsius,74.50980392156863 percent,21.0 degree,,,,25.098039215686274 percent,1725084440.5756176
1,1725084440.8754501,32.0 kilometer_per_hour,92 degree_Celsius,72.15686274509804 percent,21.5 degree,,,,25.098039215686274 percent,1725084441.1154606
2,1725084441.4153159,33.0 kilometer_per_hour,92 degree_Celsius,71.76470588235294 percent,22.5 degree,,,,25.49019607843137 percent,1725084441.6554863
3,1725084441.9547353,34.0 kilometer_per_hour,92 degree_Celsius,72.15686274509804 percent,22.5 degree,,,,25.49019607843137 percent,1725084442.1952772
4,1725084442.4949296,35.0 kilometer_per_hour,92 degree_Celsius,69.01960784313725 percent,15.0 degree,,,,22.745098039215687 percent,1725084442.7346735
5,1725084443.0347629,36.0 kilometer_per_hour,92 degree_Celsius,52.15686274509804 percent,12.5 degree,,,,21.176470588235293 percent,1725084443.2748082
6,1725084443.574683,37.0 kilometer_per_hour,92 degree_Celsius,42.35294117647059 percent,15.5 degree,,,,19.607843137254903 percent,1725084443.8150105
7,1725084444.1147542,36.0 kilometer_per_hour,93 degree_Celsius,30.58823529411765 percent,27.5 degree,,,,17.647058823529413 percent,1725084444.3547227
8,1725084444.6546903,36.0 kilometer_per_hour,93 degree_Celsius,20.392156862745097 percent,26.0 degree,,,,16.470588235294116 percent,1725084444.8947272
9,1725084445.1944537,35.0 kilometer_per_hour,93 degree_Celsius,19.215686274509803 percent,7.0 degree,,,,16.862745098039216 percent,1725084445.434624
10,1725084445.7338412,34.0 kilometer_per_hour,93 degree_Celsius,18.823529411764707 percent,28.0 degree,,,,17.254901960784313 percent,1725084445.974513
11,1725084446.2742202,34.0 kilometer_per_hour,93 degree_Celsius,28.235294117647058 percent,14.5 degree,,,,21.176470588235293 percent,1725084446.5137057
12,1725084446.8142526,34.0 kilometer_per_hour,93 degree_Celsius,52.549019607843135 percent,27.5 degree,,,,22.352941176470587 percent,1725084447.054094
13,1725084447.3541067,34.0 kilometer_per_hour,93 degree_Celsius,60.0 percent,26.5 degree,,,,22.745098039215687 percent,1725084447.593978
14,1725084447.8938808,35.0 kilometer_per_hour,93 degree_Celsius,63.529411764705884 percent,26.0 degree,,,,23.529411764705884 percent,1725084448.1336944
15,1725084448.4337077,36.0 kilometer_per_hour,93 degree_Celsius,71.76470588235294 percent,6.5 degree,,,,25.098039215686274 percent,1725084448.6738505
16,1725084448.9736056,37.0 kilometer_per_hour,93 degree_Celsius,83.52941176470588 percent,21.5 degree,,,,25.49019607843137 percent,1725084449.2136784
17,1725084449.5127654,38.0 kilometer_per_hour,93 degree_Celsius,83.13725490196079 percent,20.0 degree,,,,26.274509803921568 percent,1725084449.753257
18,1725084450.0530689,39.0 kilometer_per_hour,94 degree_Celsius,82.3529411764706 percent,20.0 degree,,,,26.274509803921568 percent,1725084450.2926223
19,1725084450.5930405,40.0 kilometer_per_hour,94 degree_Celsius,80.3921568627451 percent,20.0 degree,,,,26.274509803921568 percent,1725084450.8331087
20,1725084451.1330216,41.0 kilometer_per_hour,94 degree_Celsius,78.03921568627452 percent,20.5 degree,,,,25.88235294117647 percent,1725084451.3730733
21,1725084451.6729338,42.0 kilometer_per_hour,94 degree_Celsius,76.07843137254902 percent,21.0 degree,,,,25.098039215686274 percent,1725084451.9129634
22,1725084452.2127252,43.0 kilometer_per_hour,94 degree_Celsius,65.88235294117646 percent,22.0 degree,,,,16.862745098039216 percent,1725084452.4587533
23,1725084452.7825794,43.0 kilometer_per_hour,94 degree_Celsius,27.45098039215686 percent,36.5 degree,,,,16.862745098039216 percent,1725084453.0226064
24,1725084453.3220632,43.0 kilometer_per_hour,94 degree_Celsius,23.92156862745098 percent,40.0 degree,,,,18.823529411764707 percent,1725084453.562304
25,1725084453.8624067,42.0 kilometer_per_hour,94 degree_Celsius,39.21568627450981 percent,20.5 degree,,,,21.568627450980394 percent,1725084454.1022735
26,1725084454.402312,42.0 kilometer_per_hour,94 degree_Celsius,50.19607843137255 percent,27.5 degree,,,,21.568627450980394 percent,1725084454.6422372
27,1725084454.941929,42.0 kilometer_per_hour,94 degree_Celsius,55.294117647058826 percent,27.0 degree,,,,21.568627450980394 percent,1725084455.18209
28,1725084455.4817219,43.0 kilometer_per_hour,94 degree_Celsius,58.431372549019606 percent,16.5 degree,,,,22.352941176470587 percent,1725084455.7219422
29,1725084456.0216858,43.0 kilometer_per_hour,94 degree_Celsius,79.6078431372549 percent,9.5 degree,,,,23.529411764705884 percent,1725084456.2615285
30,1725084456.5614133,43.0 kilometer_per_hour,94 degree_Celsius,78.03921568627452 percent,21.5 degree,,,,23.137254901960784 percent,1725084456.8015335
31,1725084457.1012692,44.0 kilometer_per_hour,94 degree_Celsius,76.47058823529412 percent,21.5 degree,,,,22.745098039215687 percent,1725084457.3414507
32,1725084457.641127,44.0 kilometer_per_hour,93 degree_Celsius,76.07843137254902 percent,21.5 degree,,,,22.745098039215687 percent,1725084457.881499
33,1725084458.1814022,45.0 kilometer_per_hour,93 degree_Celsius,72.54901960784314 percent,22.0 degree,,,,11.764705882352942 percent,1725084458.4212925
34,1725084458.7209074,45.0 kilometer_per_hour,93 degree_Celsius,33.72549019607843 percent,18.5 degree,,,,15.294117647058824 percent,1725084458.9611008
35,1725084459.260192,44.0 kilometer_per_hour,93 degree_Celsius,27.84313725490196 percent,18.0 degree,,,,15.686274509803921 percent,1725084459.5008276
36,1725084459.800433,43.0 kilometer_per_hour,93 degree_Celsius,22.745098039215687 percent,-2.0 degree,,,,15.294117647058824 percent,1725084460.040248
0,1725087311.3658023,35.0 kilometer_per_hour,82 degree_Celsius,85.88235294117646 percent,18.0 degree,,,,30.980392156862745 percent,1725087311.6366792
1,1725087311.9373887,36.0 kilometer_per_hour,82 degree_Celsius,82.74509803921569 percent,19.5 degree,,,,30.58823529411765 percent,1725087312.2081337
2,1725087312.5088992,38.0 kilometer_per_hour,83 degree_Celsius,74.11764705882354 percent,20.5 degree,,,,31.372549019607842 percent,1725087312.7492695
3,1725087313.050062,40.0 kilometer_per_hour,83 degree_Celsius,72.94117647058823 percent,21.0 degree,,,,31.764705882352942 percent,1725087313.2907727
4,1725087313.5913305,42.0 kilometer_per_hour,83 degree_Celsius,71.37254901960785 percent,21.5 degree,,,,32.15686274509804 percent,1725087313.831872
5,1725087314.1324294,43.0 kilometer_per_hour,83 degree_Celsius,86.66666666666667 percent,17.5 degree,,,,32.15686274509804 percent,1725087314.372994
6,1725087314.6735015,44.0 kilometer_per_hour,83 degree_Celsius,88.62745098039215 percent,17.5 degree,,,,32.15686274509804 percent,1725087314.9141607
7,1725087315.2146528,45.0 kilometer_per_hour,84 degree_Celsius,87.84313725490196 percent,17.0 degree,,,,31.764705882352942 percent,1725087315.454975
8,1725087315.7553263,47.0 kilometer_per_hour,84 degree_Celsius,82.74509803921569 percent,20.0 degree,,,,18.823529411764707 percent,1725087315.9961152
9,1725087316.2964804,47.0 kilometer_per_hour,84 degree_Celsius,30.58823529411765 percent,32.5 degree,,,,18.03921568627451 percent,1725087316.5371134
10,1725087316.837578,47.0 kilometer_per_hour,85 degree_Celsius,27.45098039215686 percent,33.5 degree,,,,21.176470588235293 percent,1725087317.0782409
11,1725087317.3784857,46.0 kilometer_per_hour,85 degree_Celsius,52.94117647058823 percent,29.0 degree,,,,22.745098039215687 percent,1725087317.6191297
12,1725087317.9193594,47.0 kilometer_per_hour,85 degree_Celsius,66.27450980392157 percent,26.0 degree,,,,24.313725490196077 percent,1725087318.1599214
13,1725087318.460192,47.0 kilometer_per_hour,86 degree_Celsius,74.50980392156863 percent,23.5 degree,,,,25.49019607843137 percent,1725087318.7007933
14,1725087319.001166,47.0 kilometer_per_hour,86 degree_Celsius,82.74509803921569 percent,-1.0 degree,,,,30.19607843137255 percent,1725087319.241544
15,1725087319.5419338,48.0 kilometer_per_hour,86 degree_Celsius,94.90196078431373 percent,17.5 degree,,,,32.94117647058823 percent,1725087319.7824168
16,1725087320.0827198,49.0 kilometer_per_hour,87 degree_Celsius,94.90196078431373 percent,15.0 degree,,,,34.509803921568626 percent,1725087320.3233182
17,1725087320.6235163,49.0 kilometer_per_hour,87 degree_Celsius,96.47058823529412 percent,13.5 degree,,,,37.254901960784316 percent,1725087320.8641467
18,1725087321.164197,50.0 kilometer_per_hour,87 degree_Celsius,95.68627450980392 percent,13.5 degree,,,,36.07843137254902 percent,1725087321.404589
19,1725087321.7048802,51.0 kilometer_per_hour,87 degree_Celsius,95.68627450980392 percent,14.5 degree,,,,34.90196078431372 percent,1725087321.9451454
20,1725087322.2455122,52.0 kilometer_per_hour,88 degree_Celsius,95.29411764705883 percent,14.0 degree,,,,34.90196078431372 percent,1725087322.4859207
21,1725087322.7860777,52.0 kilometer_per_hour,88 degree_Celsius,94.90196078431373 percent,14.5 degree,,,,34.11764705882353 percent,1725087323.026643
22,1725087323.3328922,53.0 kilometer_per_hour,88 degree_Celsius,93.72549019607843 percent,15.0 degree,,,,32.549019607843135 percent,1725087323.5669913
23,1725087323.8673637,54.0 kilometer_per_hour,89 degree_Celsius,93.33333333333333 percent,15.0 degree,,,,32.549019607843135 percent,1725087324.1076403
24,1725087324.407868,55.0 kilometer_per_hour,89 degree_Celsius,92.15686274509804 percent,15.5 degree,,,,31.764705882352942 percent,1725087324.6542742
25,1725087324.9482296,55.0 kilometer_per_hour,89 degree_Celsius,91.76470588235294 percent,16.5 degree,,,,30.980392156862745 percent,1725087325.1888254
26,1725087325.4889712,56.0 kilometer_per_hour,90 degree_Celsius,90.58823529411765 percent,15.5 degree,,,,30.58823529411765 percent,1725087325.7292542
27,1725087326.029455,57.0 kilometer_per_hour,90 degree_Celsius,89.01960784313725 percent,15.5 degree,,,,29.80392156862745 percent,1725087326.2697413
28,1725087326.5698402,58.0 kilometer_per_hour,90 degree_Celsius,87.84313725490196 percent,15.0 degree,,,,29.41176470588235 percent,1725087326.8102062
29,1725087327.1103575,58.0 kilometer_per_hour,90 degree_Celsius,59.21568627450981 percent,17.0 degree,,,,18.03921568627451 percent,1725087327.3506312
30,1725087327.6507852,58.0 kilometer_per_hour,90 degree_Celsius,34.11764705882353 percent,32.5 degree,,,,17.647058823529413 percent,1725087327.891395
31,1725087328.1912413,58.0 kilometer_per_hour,91 degree_Celsius,34.509803921568626 percent,32.5 degree,,,,21.568627450980394 percent,1725087328.431468
32,1725087328.7315755,57.0 kilometer_per_hour,91 degree_Celsius,53.333333333333336 percent,26.0 degree,,,,21.96078431372549 percent,1725087328.9718308
33,1725087329.2720637,57.0 kilometer_per_hour,91 degree_Celsius,60.3921568627451 percent,26.0 degree,,,,21.568627450980394 percent,1725087329.512389
34,1725087329.8122637,57.0 kilometer_per_hour,92 degree_Celsius,62.745098039215684 percent,26.5 degree,,,,16.862745098039216 percent,1725087330.0526223
35,1725087330.3527503,57.0 kilometer_per_hour,92 degree_Celsius,44.31372549019608 percent,29.5 degree,,,,18.823529411764707 percent,1725087330.5931132
36,1725087330.893074,57.0 kilometer_per_hour,92 degree_Celsius,32.549019607843135 percent,34.0 degree,,,,16.862745098039216 percent,1725087331.1334572
0,1725087406.246184,22.0 kilometer_per_hour,90 degree_Celsius,28.627450980392158 percent,25.0 degree,,,,16.07843137254902 percent,1725087406.4865904
1,1725087406.7865925,19.0 kilometer_per_hour,90 degree_Celsius,48.627450980392155 percent,-5.5 degree,,,,12.156862745098039 percent,1725087407.026932
2,1725087407.3271923,19.0 kilometer_per_hour,90 degree_Celsius,37.64705882352941 percent,1.5 degree,,,,17.254901960784313 percent,1725087407.5675104
3,1725087407.8677588,18.0 kilometer_per_hour,90 degree_Celsius,38.03921568627451 percent,2.5 degree,,,,17.254901960784313 percent,1725087408.1081858
4,1725087408.408279,18.0 kilometer_per_hour,90 degree_Celsius,38.03921568627451 percent,2.0 degree,,,,17.254901960784313 percent,1725087408.6487105
5,1725087408.9487605,18.0 kilometer_per_hour,90 degree_Celsius,57.64705882352941 percent,19.0 degree,,,,23.529411764705884 percent,1725087409.1891758
