,Start_Time,SPEED,Coolant Temp,Engine Load,Timing Advance,Short Trim B1,Long Trim B1,MAF,Throttle_pos,End_Time
70,1725472571.167883,44.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725472571.1930707
0,1725473248.754024,4.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473248.7717445
1,1725473249.025701,8.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473249.068094
2,1725473249.3226838,12.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473249.348411
3,1725473249.6037917,16.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473249.6143148
4,1725473249.8686216,20.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473249.8979828
5,1725473250.1529162,24.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473250.1767285
6,1725473250.4318106,28.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473250.4417648
7,1725473250.6961448,32.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473250.720545
8,1725473250.9735343,36.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473250.9924328
9,1725473251.2475755,40.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473251.2723353
10,1725473251.5275168,44.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473251.5371423
11,1725473251.7918835,48.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473251.8173633
12,1725473252.071871,52.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473252.0954328
13,1725473252.3505447,56.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473252.3611193
14,1725473252.6159337,60.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473252.6421986
15,1725473252.8972225,64.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473252.9069595
16,1725473253.1612186,68.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473253.185602
17,1725473253.4405935,72.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473253.4642673
18,1725473253.7194562,76.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473253.7299068
19,1725473253.9822218,80.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473253.9988453
20,1725473254.2539709,84.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473254.2636578
21,1725473254.5180798,88.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473254.5427697
22,1725473254.7978635,92.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473254.8078146
23,1725473255.0617034,96.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473255.0855007
24,1725473255.3405502,100.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473255.3504713
25,1725473255.6049376,104.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473255.6299834
26,1725473255.885438,108.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473255.8951674
27,1725473256.1496024,112.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473256.1747236
28,1725473256.4292376,116.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473256.4388928
29,1725473256.6928132,120.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473256.7165399
30,1725473256.969082,116.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473256.9782064
31,1725473257.2323153,112.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473257.2562451
32,1725473257.5117064,108.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473257.5216036
33,1725473257.775932,104.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473257.7999332
34,1725473258.0549762,100.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473258.0787163
35,1725473258.3332138,96.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473258.3426995
36,1725473258.596171,92.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473258.619991
37,1725473258.8751178,88.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473258.8853314
38,1725473259.1391866,84.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473259.1645374
39,1725473259.4193723,80.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473259.4287827
40,1725473259.6826546,76.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473259.7063725
41,1725473259.961482,72.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473259.9698112
42,1725473260.2236645,68.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473260.2473466
43,1725473260.501876,64.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473260.5120313
44,1725473260.7664068,60.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473260.7906299
45,1725473261.0451376,56.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473261.068877
46,1725473261.3239586,52.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473261.3335752
47,1725473261.587992,48.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473261.613004
48,1725473261.867557,44.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473261.8774352
49,1725473262.131828,40.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473262.156784
50,1725473262.4119976,36.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473262.4222224
51,1725473262.6765265,32.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473262.7012932
52,1725473262.955797,28.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473262.967272
53,1725473263.2212892,24.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473263.2313948
54,1725473263.4857721,20.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473263.5109735
55,1725473263.7660084,16.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473263.775518
56,1725473264.0292482,12.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473264.0528862
57,1725473264.3079255,8.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473264.31719
58,1725473264.5717087,4.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473264.5970318
59,1725473264.8525698,0.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473264.8626199
60,1725473265.1169894,4.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473265.1420598
61,1725473265.3975837,8.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473265.4076934
62,1725473265.6619668,12.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473265.6892383
63,1725473265.9442255,16.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473265.9542382
64,1725473266.2085888,20.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473266.2783372
65,1725473266.5328848,24.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473266.5423856
66,1725473266.7970893,28.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473266.8230727
67,1725473267.0775719,32.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473267.1013224
68,1725473267.356823,36.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473267.3666613
69,1725473267.6210418,40.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473267.6457632
70,1725473267.900865,44.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473267.911117
71,1725473268.165319,48.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473268.189846
72,1725473268.4442365,52.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473268.4507856
73,1725473268.70448,56.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725473268.7140646
