timestamp,latitude,longitude,altitude
1722623031.4784431,15.26258,73.97794416666666,-8.9
1722623038.4810147,15.262579,73.97794016666667,-8.7
1722623045.4836133,15.262578833333333,73.97794133333333,-8.7
1722623052.4862275,15.262578,73.97793866666666,-8.5
1722623059.4888644,15.262577333333333,73.97793766666666,-8.4
1722623066.4914768,15.262577,73.97793783333333,-8.3
1722623218.53382,15.262569666666666,73.977953,7.3
1722623226.536938,15.262568333333334,73.9779525,7.6
1722623234.5399756,15.262569,73.977952,8.2
1722623242.542979,15.262569833333334,73.97795383333333,8.4
1722623594.5694118,15.262561833333333,73.9779685,8.1
1722623602.5727465,15.262562166666667,73.97796433333333,8.5
1722623610.5758708,15.262561833333333,73.97796033333333,8.9
1722623618.5790095,15.262562333333333,73.97795833333333,9.2
1722623626.5821207,15.262562333333333,73.97795433333333,9.7
1722623634.5852659,15.262562333333333,73.97794833333333,9.8
1722623642.5884328,15.262562666666666,73.97794016666667,10.0
1722623650.5915823,15.262562333333333,73.977942,10.4
1722623658.5947366,15.262562166666667,73.97794166666667,10.7
1722623666.5978684,15.262562166666667,73.9779405,11.1
1722623674.6009648,15.2625625,73.9779395,11.2
1722623682.6040583,15.262561666666667,73.97794816666666,11.0
1722623690.6071715,15.2625615,73.977954,10.9
1722623698.6104286,15.2625615,73.977958,10.9
1722623706.613614,15.262560833333334,73.97795866666667,10.9
1722623714.6167798,15.262560333333333,73.977958,10.9
1722623722.6199179,15.262559833333333,73.97795616666667,10.8
1722623730.6230469,15.262558833333333,73.9779525,11.0
1722623738.6262126,15.262558666666667,73.97794633333334,11.0
1722623746.629374,15.262557666666666,73.97795016666667,10.6
1722623754.632493,15.262559333333334,73.9779595,10.5
1722623762.6357071,15.2625595,73.97795233333333,10.4
1722623770.6388552,15.262559666666666,73.97795483333333,10.4
1722623778.6419914,15.262562666666666,73.9779515,10.1
1722623786.6451468,15.262569666666666,73.97794466666667,9.9
1722623794.6482952,15.262568666666667,73.97793716666666,10.0
1722623802.651413,15.262570166666666,73.9779285,10.2
1722623810.6545768,15.262571,73.97793383333334,10.3
1722623818.6577237,15.262567666666667,73.97793033333333,10.3
1722623826.660905,15.262565666666667,73.97793133333333,10.5
1722623834.6640904,15.2625675,73.97794433333334,10.7
1722623842.667238,15.262569666666666,73.977956,10.0
1722623850.670348,15.262571833333332,73.97795816666667,9.7
1722623858.6735003,15.262571666666666,73.97795316666667,9.5
1722623866.6766317,15.2625715,73.9779605,9.7
1722623874.6797538,15.2625735,73.97795433333333,9.8
1722623882.6829417,15.262573666666666,73.9779645,10.2
1722623890.6860805,15.262575333333332,73.9779665,10.7
1722623898.6891878,15.262573833333333,73.97797083333333,11.1
1722623906.692325,15.262575,73.97797866666667,11.4
1722623914.6954498,15.262579666666667,73.97801233333334,10.7
1722623922.6985538,15.262585666666666,73.97803116666667,10.2
1722623930.7016847,15.262591166666667,73.978056,9.7
1722623938.7048144,15.262596666666667,73.9780815,9.6
1722623946.7079682,15.262596666666667,73.978098,9.3
1722623954.7111192,15.2625985,73.97811366666667,9.1
1722623962.7142277,15.262600666666666,73.97812316666666,8.5
1722623970.7173212,15.262602833333334,73.97813283333333,8.6
1722623978.7204182,15.262602166666667,73.97813933333333,8.7
1722623986.723516,15.2626005,73.97813133333334,9.0
1722623994.726584,15.262599166666666,73.97812066666667,9.5
1722624002.7297556,15.262598166666667,73.97810583333333,10.1
1722624010.732909,15.262597166666666,73.97809766666667,10.7
1722624018.7360594,15.2625915,73.978078,11.3
1722624026.7391746,15.262591166666667,73.97808016666667,11.6
1722624034.7423246,15.262592333333334,73.97807516666667,12.0
1722624042.746079,15.262597333333334,73.97808166666667,12.3
1722624050.749234,15.262596833333333,73.9780805,12.8
1722624058.752366,15.2625955,73.97808083333334,13.1
1722624066.7555172,15.2625975,73.97808366666666,13.4
1722624074.758681,15.262598,73.978082,13.7
1722624082.7618158,15.262599333333334,73.978083,13.8
1722624090.7648766,15.262602,73.97808333333333,14.1
1722624098.768009,15.262603333333333,73.97808333333333,14.4
1722624106.7711601,15.262604333333334,73.97808333333333,14.6
1722624114.7742655,15.262605,73.97808616666667,14.5
1722624122.7774491,15.262606833333333,73.97808,14.6
1722624130.7805924,15.2626055,73.97807283333333,14.3
1722624138.7836802,15.262605833333334,73.97807066666667,14.1
1722624146.7867908,15.262605333333333,73.978072,14.0
1722624154.7899237,15.2626045,73.978066,13.7
1722624162.7929895,15.262604666666666,73.97806,13.6
1722624170.796088,15.262605166666667,73.978054,13.4
1722624178.799222,15.262604166666666,73.978049,13.3
1722624186.802359,15.262603666666667,73.97804933333333,13.1
1722624194.8054783,15.262603,73.978048,12.6
1722624202.8085527,15.262601833333333,73.9780415,12.4
1722624210.8116271,15.262599666666667,73.978039,12.1
1722624218.8147347,15.262599333333334,73.97803983333333,12.1
1722624226.8178673,15.262602,73.97804333333333,12.1
1722624234.8209612,15.262602666666666,73.978035,11.6
1722624242.82411,15.2626035,73.97803583333334,11.6
1722624250.8272214,15.2626025,73.9780335,11.5
1722624258.8312082,15.262604,73.97803116666667,11.3
1722624266.8343074,15.262605333333333,73.97803483333334,11.2
1722624274.8374498,15.262607333333333,73.97803416666666,11.0
1722624282.8405337,15.2626075,73.97803516666667,11.0
1722624290.8436546,15.262606333333334,73.97803383333333,10.7
1722624298.8467772,15.2626075,73.97803266666666,10.6
1722624306.8498988,15.262607166666667,73.97803033333334,10.4
1722624314.8530114,15.2626095,73.978032,10.4
1722624322.8561254,15.262609166666667,73.9780275,10.4
1722624330.8592136,15.262608,73.97802633333333,10.4
1722624338.8623476,15.2626065,73.9780205,10.3
1722624346.865494,15.262606166666666,73.97801833333334,10.3
1722624354.8686185,15.262604,73.97801,10.1
1722624362.8717742,15.2626025,73.97800766666667,9.5
1722624370.8749213,15.262602166666667,73.97800633333334,9.4
1722624378.8780522,15.262605,73.97800566666666,9.3
1722624386.8812246,15.262606666666667,73.97800616666666,9.3
1722624394.8843644,15.262604666666666,73.97799983333333,9.1
1722624402.88751,15.262602666666666,73.97799283333333,8.9
1722624410.8906858,15.262597833333333,73.97800216666667,9.2
1722624418.8938606,15.262595666666666,73.97799966666666,9.1
1722624426.897029,15.262596166666667,73.97800333333333,9.1
1722624434.9002059,15.262592666666666,73.97799716666667,8.9
1722624442.9033525,15.2625905,73.97799,8.6
1722624450.9064705,15.262587833333333,73.97798266666666,8.1
1722624458.909643,15.262586,73.977978,7.6
1722624466.912768,15.262583333333334,73.9779695,7.2
1722624474.915868,15.262579333333333,73.97796116666666,7.0
1722624482.9190612,15.262574,73.97795283333333,6.4
1722624490.9222128,15.262571666666666,73.97794916666666,6.2
1722624498.9253633,15.262570333333333,73.97794883333333,6.1
1722624506.9285104,15.2625725,73.97795583333334,6.3
1722624514.931668,15.2625725,73.97796016666666,6.3
1722624522.934791,15.262570333333333,73.977967,6.3
1722624530.9379456,15.262566833333333,73.9779685,6.1
1722624538.941109,15.2625715,73.97797933333334,6.1
1722624546.94427,15.262571666666666,73.97797566666667,5.7
1722624554.9474468,15.262572,73.97797583333333,5.5
1722624562.9506247,15.262571666666666,73.97797183333333,5.0
1722624570.9542422,15.2625735,73.977975,4.7
1722624578.957554,15.262573,73.97797366666667,4.4
1722624586.9611626,15.262572,73.977973,4.2
1722624594.9643242,15.262570666666667,73.977969,3.9
1722624602.967556,15.262563666666667,73.97796116666666,3.5
1722624610.9707158,15.262563333333333,73.97796466666667,3.3
1722624618.9738317,15.262565500000001,73.97797333333334,3.0
1722624626.9769695,15.262568,73.97797583333333,2.8
1722624634.9801242,15.262568833333333,73.97797916666667,2.6
1722624642.9832246,15.262569,73.97798116666667,2.3
1722624650.9863682,15.262572,73.977978,2.0
1722624658.9895027,15.262576833333334,73.97797083333333,1.6
1722624666.9926426,15.262569166666667,73.9779715,1.4
1722624674.9958334,15.262563166666666,73.97796216666667,1.1
1722624682.9990022,15.2625595,73.9779515,0.7
1722624691.0021513,15.2625555,73.97795083333334,0.4
1722624699.0053165,15.262552666666666,73.977945,0.1
1722624707.0084782,15.262552,73.97794316666666,-0.3
1722624715.0116172,15.262555666666668,73.97793866666666,-0.7
1722624723.014803,15.262558166666667,73.97793816666666,-1.0
1722661108.5574164,15.262536333333333,73.978117,8.8
1722661116.5627599,15.2625315,73.97812233333333,8.8
1722661124.565869,15.262531166666667,73.97811866666666,8.6
1722661132.568959,15.262537333333333,73.9781095,8.6
1722661140.5720787,15.262530833333333,73.97811133333333,8.2
1722663794.6833117,0.0,0.0,
1722663804.719343,0.0,0.0,
1722664539.4614112,0.0,0.0,
1722664547.4640634,0.0,0.0,
1722664555.4666426,0.0,0.0,
1722664563.4691968,0.0,0.0,
1722665096.463318,0.0,0.0,
1722665104.4659843,0.0,0.0,
