Timestamp,STATUS,FUEL_STATUS,ENGINE_LOAD,COOLANT_TEMP,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,INTAKE_PRESSURE,RPM,SPEED,TIMING_ADVANCE,INTAKE_TEMP,THROTTLE_POS,O2_SENSORS,O2_B1S1,OBD_COMPLIANCE,RUN_TIME,PIDS_B,DISTANCE_W_MIL,EVAPORATIVE_PURGE,WARMUPS_SINCE_DTC_CLEAR,DISTANCE_SINCE_DTC_CLEAR,BAROMETRIC_PRESSURE,PIDS_C,CONTROL_MODULE_VOLTAGE,ABSOLUTE_LOAD,RELATIVE_THROTTLE_POS
1726903913.4407127,<obd.OBDResponse.Status object at 0x7fda01f84490>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",88.62745098039215,89,0.78125,1.5625,90,946.5,29.0,-12.0,38,27.84313725490196,"((), (False, False, False, False), (False, False, False, True))",0.805,EOBD (Europe),452.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.082,52.15686274509804,11.764705882352942
1726903914.640973,<obd.OBDResponse.Status object at 0x7fda01f90410>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",87.45098039215686,89,-5.46875,1.5625,93,989.75,30.0,-10.5,38,27.84313725490196,"((), (False, False, False, False), (False, False, False, True))",0.105,EOBD (Europe),453.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.18,51.372549019607845,11.764705882352942
1726903915.8291695,<obd.OBDResponse.Status object at 0x7fda01f91810>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",86.66666666666667,89,-4.6875,1.5625,90,1018.75,31.0,-8.5,38,27.84313725490196,"((), (False, False, False, False), (False, False, False, True))",0.145,EOBD (Europe),455.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.16,50.98039215686274,11.764705882352942
1726903917.017567,<obd.OBDResponse.Status object at 0x7fda01f90050>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",85.88235294117646,89,-0.78125,0.78125,89,1059.5,33.0,-7.0,38,27.84313725490196,"((), (False, False, False, False), (False, False, False, True))",0.82,EOBD (Europe),456.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.062000000000001,50.588235294117645,11.764705882352942
1726903918.2118902,<obd.OBDResponse.Status object at 0x7fda01f90f10>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",85.09803921568627,89,-5.46875,0.78125,88,1102.0,34.0,-5.5,38,28.235294117647058,"((), (False, False, False, False), (False, False, False, True))",0.145,EOBD (Europe),457.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.18,50.19607843137255,11.764705882352942
1726903919.400222,<obd.OBDResponse.Status object at 0x7fda01f92a50>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",84.31372549019608,89,-4.6875,0.78125,89,1153.0,35.0,-4.0,38,27.84313725490196,"((), (False, False, False, False), (False, False, False, True))",0.08,EOBD (Europe),458.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.141,48.627450980392155,10.588235294117647
1726903920.5945616,<obd.OBDResponse.Status object at 0x7fda01f875d0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",72.15686274509804,89,0.0,0.78125,76,1190.25,36.0,3.5,38,23.92156862745098,"((), (False, False, False, False), (False, False, False, True))",0.545,EOBD (Europe),459.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.199,36.470588235294116,7.450980392156863
1726903921.7830265,<obd.OBDResponse.Status object at 0x7fda01f9c450>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",60.0,89,0.78125,0.78125,66,1213.75,37.0,9.0,38,23.529411764705884,"((), (False, False, False, False), (False, False, False, True))",0.52,EOBD (Europe),460.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.18,34.509803921568626,6.666666666666667
1726903922.9773204,<obd.OBDResponse.Status object at 0x7fda01f9cc50>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",44.705882352941174,89,-3.125,0.78125,47,1236.25,38.0,21.5,38,18.823529411764707,"((), (False, False, False, False), (False, False, False, True))",0.855,EOBD (Europe),462.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.102,16.862745098039216,2.3529411764705883
1726903924.1715226,<obd.OBDResponse.Status object at 0x7fda01f9c610>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",27.058823529411764,89,-7.8125,0.78125,35,1223.25,37.0,27.0,38,18.823529411764707,"((), (False, False, False, False), (False, False, False, True))",0.475,EOBD (Europe),463.0,10000000000001011010000000000001,0.0,0.0,10.0,204.0,99,01101000000000000000000000000000,14.199,16.862745098039216,2.7450980392156863
